Words in 2016: 1284
Words in 2017: 28133
Common words: 1003
jahresgehalt	-73.91396209153834
kompetenzfelder	-69.4152411263085
experiment	-64.33560507989272
ess	-64.11770526711297
jobgesuche	-63.68710618331325
individualkandidaten	-63.68710618331325
reaktionszeit	-63.68710618331325
bankenbereich	-61.17809049367803
mss	-60.345308775635274
werkzeugmaschinen	-60.14946146439323
ultrasonic	-60.14946146439323
ru	-59.52745280333812
stil	-59.43739094017445
vorbildlich	-58.45116988688484
simplexx	-57.98873848712491
mw	-57.847254477566295
flensburg	-57.34575660055182
fs	-56.5156728445382
sukzessiven	-56.5156728445382
erlebnisse	-56.48294765043056
berührungspunkten	-56.48294765043056
bc	-56.44387701490599
zahl	-56.01054457742214
angesehenes	-55.66499444869676
beantragung	-55.66499444869676
plugin	-55.64054399219979
produktteam	-54.60291855084475
leitlinien	-54.57803139647659
kundespezifisch	-54.32644469128259
kundenportfolio	-52.63451640734486
produktlinie	-52.405959749979154
aufarbeitung	-52.079977098407596
beständigen	-52.079977098407596
leitebene	-52.079977098407596
ticker	-52.01148421233695
arbeitsplatzrechner	-50.8056349049989
zusam	-50.8056349049989
mgmt	-50.8056349049989
gronau	-50.8056349049989
vertriebes	-50.536565867694
fast	-50.27213663434806
loose	-49.68588747185256
coupling	-49.68588747185256
dry	-49.68588747185256
regiohelden	-49.59119448933771
triplesense	-49.41678351517441
regulierten	-48.970879861582816
existieren	-48.559167312123904
weltmarkt	-48.559167312123904
fuhrpark	-48.559167312123904
datenb	-48.559167312123904
strate	-48.559167312123904
botschafter	-48.559167312123904
beauftragter	-48.559167312123904
kw	-48.559167312123904
primary	-48.33355613390279
sowi	-48.3075806069299
softwaretechnisch	-48.3075806069299
psm	-48.3075806069299
mitarbei	-48.3075806069299
marktsegment	-48.3075806069299
berufssparten	-48.3075806069299
evtl	-48.3075806069299
ehrlichkeit	-47.75643944592163
headhunter	-46.960767162496204
fräsen	-46.867239028186184
vielschichtiger	-46.72441226870782
gesuch	-46.100870121563396
auftragsplanung	-45.138052680349524
transportplanung	-45.138052680349524
frachtmanagement	-45.138052680349524
versandoptimierung	-45.138052680349524
kommissionierung	-45.138052680349524
wareneingang	-45.138052680349524
verladen	-45.138052680349524
inventur	-45.138052680349524
yard	-45.138052680349524
lageroptimierung	-45.138052680349524
frachtausschreibung	-45.138052680349524
anlagenführer	-44.78677082064621
bewe	-44.78677082064621
maschinenführung	-44.78677082064621
transportunternehmen	-44.78677082064621
genehmigung	-44.78677082064621
consumes	-44.78677082064621
supported	-44.53518411545221
antworen	-43.821635598573536
softwa	-43.69388904982307
hold	-43.518928649093866
marktführender	-42.94481261967216
gaap	-42.75299739441296
centern	-42.75299739441296
prozessdesign	-42.74680323254219
supp	-42.580060335279704
tier1	-42.54030322777122
quartal	-42.54030322777122
planu	-42.54030322777122
tm1	-42.54030322777122
timecon	-42.54030322777122
kfm	-42.54030322777122
mde	-42.406347658089274
soviel	-42.3284736300857
serverplattform	-42.28871652257722
anschauen	-42.16554795895197
erfahrungsberichte	-42.16554795895197
accountant	-42.1587188688748
zusammenarbeitet	-41.99527167585383
abdeckt	-41.697977056515796
jahresabschlüsse	-41.296204729237914
optimizing	-40.43739356811031
entwicklers	-40.06450408092739
potentialanalyse	-40.030608753003115
lösu	-39.829798980868055
leistungsangebot	-39.82245651841163
verpacken	-39.22839416278467
trivago	-38.927555646202634
cluster	-38.81210866736126
versionierung	-38.80766384380201
lockeren	-38.80766384380201
organisch	-38.80766384380201
beschaf	-38.767906736293526
weiterentwi	-38.767906736293526
lösun	-38.767906736293526
pla	-38.767906736293526
adas	-38.671378989153524
categories	-38.5568605421768
mittelstands	-38.472357998017856
bde	-38.406954450203
bezeichnen	-37.99518735424482
methode	-37.666519277785454
reply	-37.22456958471092
umsatzes	-37.21458632397848
beibehalten	-37.21458632397848
artikel	-37.21458632397848
monats	-37.21458632397848
geschützt	-37.178490956720694
cooles	-36.80454015804827
aktiengesellschaft	-36.80203707562598
versicherten	-36.68195262228387
scalability	-36.68195262228387
operatives	-36.68195262228387
workshop	-36.25821226152542
forum	-36.25821226152542
personalleasing	-36.07921582675165
scss	-36.01616469900963
solaris	-35.98288567566796
individuallösungen	-35.98288567566796
projektmanagern	-35.478401148451596
einsatzgebiete	-35.431616199370424
werbeagentur	-35.3027314086744
industrien	-35.30134641538049
produce	-34.99551024481583
yo	-34.99551024481583
lookout	-34.99551024481583
harmonisierung	-34.902265723435576
systemüberwachung	-34.898982497675824
groupware	-34.898982497675824
kurs	-34.756936954525315
valentum	-34.62720007326446
finanzbereich	-34.5462040604484
anwendungsanalyse	-34.488289644135676
freedom	-34.317141904400785
bugs	-34.31431444054899
betrie	-33.97482353419538
hdi	-33.97482353419538
writing	-33.75141174628253
unternehme	-33.73294232292554
awd	-33.44218983250078
netzwerkmanagement	-33.44218983250078
militärischer	-33.44218983250078
papers	-33.44218983250078
dam	-33.44218983250078
managen	-33.41861528857385
brauchst	-33.391338958925225
wahlweise	-33.21928641231375
mitgliedern	-32.93004371955354
entnehmen	-32.93004371955354
skip	-32.83031739906233
django	-32.788799759449326
autos	-32.69227201230932
anerkanntes	-32.600334217024425
alfred	-32.48581577004773
wolken	-32.40674844535215
collection	-32.33037490910953
handelns	-32.26316125728617
eskalation	-32.210489184190266
sa	-31.985397167325743
lösungsvorschläge	-31.985397167325743
termingerechte	-31.91723840775899
dezember	-31.759872565818018
geschäftes	-31.676175253544
successfactors	-31.676175253544
heilbronn	-31.669942150171703
verträge	-31.378918988674016
