Words in 2016: 217
Words in 2017: 5339
Common words: 138
paris	-47.056254423382065
accenture	-46.510389080036006
mindbench	-44.26055086752831
physic	-44.1301305311682
article	-42.05401258974919
tc001nb	-41.7564101234866
compromise	-41.508147246403134
carefully	-41.508147246403134
tesco	-41.508147246403134
inflight	-41.508147246403134
orange	-41.508147246403134
analyze	-40.66165059664057
turner	-40.30551648266947
joiner	-39.30433177768614
reduction	-39.255198985582794
quantify	-39.127888697535326
intervention	-39.127888697535326
headline	-37.735526704426704
passenger	-36.50590541277026
afford	-36.50590541277026
punctual	-36.50590541277026
mar	-36.50590541277026
persuasive	-36.50590541277026
twice	-36.50590541277026
unlike	-36.50590541277026
probably	-36.361656029893624
optimize	-35.11354341966164
prestige	-34.612865627453246
affinity	-34.55787261459154
undergraduate	-34.30101976264382
covent	-34.12564686390245
dare	-34.12564686390245
virtually	-34.12564686390245
correspond	-32.73328487079383
pp	-32.73328487079383
cg	-32.73328487079383
dna	-32.196810759697335
onboard	-32.196810759697335
salesperson	-32.14334343065623
beauty	-31.886637519443838
repeat	-31.657620301440865
catch	-31.306513706110742
mentality	-31.007424724197797
impactful	-31.005938246329066
honour	-29.816552210829528
constituent	-29.816552210829528
giant	-29.551733863984076
interactive	-29.551733863984076
behavior	-29.1947903144657
march	-28.86440797548221
predictable	-28.62716617532999
tpm	-28.424190217720906
personally	-27.939840286828115
los	-27.91608509419767
adequacy	-27.675021939982663
portable	-27.675021939982663
sigma	-27.433297204085406
projection	-27.195477033771546
emotional	-27.17147531511627
envisage	-27.17147531511627
segment	-27.17147531511627
diligence	-27.17147531511627
nationality	-26.547478293719493
rigorous	-26.429716759566595
white	-26.367828992383018
spreadsheet	-26.252368191444226
renewable	-26.252368191444226
winner	-25.967754214135553
formulation	-25.656401431636517
collateral	-25.53582654532986
commerce	-24.945701086836472
consultative	-24.624923752126996
preference	-24.49230131005026
redesign	-24.325509419362632
planet	-24.070196216321115
math	-24.070196216321115
zambeasy	-23.93915328088775
cpa	-23.902401398006234
creatively	-23.87210964257642
lean	-23.645274335911196
faceted	-23.587495665267745
measurable	-22.334543543083647
economist	-22.11204276118245
informal	-21.815607682222435
freedom	-21.549003501253072
publish	-21.482350401615292
conceptual	-21.36974905984836
exhibition	-21.228112577652503
economics	-20.64490606884287
consultation	-20.186646527743722
mostly	-19.977387066739738
center	-19.977387066739738
mba	-19.957709315371176
labour	-19.893871212399652
corporates	-19.788815845376316
transformational	-19.673831233723963
workshop	-19.25159451612366
erp	-19.202827500204897
clarity	-19.102091852747485
press	-19.041130051384155
emerge	-18.898592620786843
boutique	-18.86328976342787
organizational	-18.841212449952003
desk	-18.506962682987606
stimulate	-18.487796308616176
pharma	-18.4487449213916
merchandise	-18.066727041817646
intellectual	-17.65685187507636
generalist	-17.625022424040708
conference	-17.1681681653939
paper	-16.730687923555408
pitch	-15.779910258212052
disruptive	-15.423362213416421
pragmatic	-15.276593326208548
insightful	-14.57997964097942
milestone	-13.866883797026066
geography	-13.715160183926635
distinctive	-13.657538137451152
actionable	-13.316846387176625
stream	-12.845425393770483
ftse	-12.54338290304998
sub	-12.392976156116573
capture	-12.119863149559361
water	-12.0353182685569
draft	-11.643262758645722
multidisciplinary	-11.381731056750485
cima	-10.556912552275787
pressure	-10.451655432254167
gb	-9.98218398955592
sure	-9.33448591673363
analytics	-7.79314850881084
fashion	-7.691339035235888
council	-5.887066477053024
crm	-4.445629681937442
aca	-4.302626840570715
framework	-4.206165987690222
acca	-3.9268780419454927
amp	-2.0512817517491437
