Words in 2016: 150
Words in 2017: 3385
Common words: 97
validity	-35.44672219278202
eagerness	-35.437822353113184
hg	-33.75685057154975
building	-32.60183361804246
d	-30.079044280050855
persuasion	-28.333635138553426
bbussci	-28.304037070726753
preventative	-25.76499168159868
fairly	-25.324358047557507
specialization	-25.067929031113867
kwa	-23.942510145433253
dashboard	-22.40595712835466
could	-21.786177668322843
possession	-21.0599786437102
bachelorâ	-19.6943494118565
preliminary	-19.542923239744283
hugely	-18.10816058103895
custodian	-17.61469592642764
exemption	-17.025012879756524
chief	-16.697779228932855
retirement	-16.620438825935672
broker	-16.582720417679035
corporation	-16.332259428045607
revolve	-16.32573205149275
easily	-16.125661973667608
nett	-15.572360343252242
saving	-14.929443575465713
venture	-14.690615858444264
completeness	-13.999634006710714
registration	-13.708775138842126
numerical	-13.353512224838656
show	-13.284763882798103
approximately	-13.244780040512492
mi	-12.228093339158043
lee	-12.221971771185213
nearly	-11.830131983757148
exception	-11.827865426351895
mathematical	-11.233630307058979
clearly	-11.183670396698368
committee	-10.766118059158051
exam	-9.608748958588759
cia	-9.488499556904944
gaap	-8.684520462824644
see	-7.856881830793819
math	-7.044047554763303
reinsurance	-6.496794718313279
actuary	-6.450738429777521
vip	-6.108986500762597
core	-5.908042645384334
price	-5.30650997311279
xxx	-5.137178833106006
dealer	-5.120755476274429
verify	-4.906324244550259
mine	-4.786992510578212
xxxx	-4.690125977927067
fais	-4.684055991083255
present	-4.681185373675654
worth	-4.39229850500492
tight	-4.389462017521662
analyst	-3.8730804503011202
profitability	-3.8507268870214872
multinational	-3.532746943529453
bcom	-3.531255731046545
request	-3.416320266569846
valuation	-3.2288729634041733
actuarial	-2.9604296663262533
calculation	-2.7732188484439693
others	-2.7671928688858927
resolve	-2.0514115771565837
underwrite	-2.0463282437259593
busy	-1.4739427533738123
assertive	-1.4693188620401365
ethic	-0.5764434430062195
article	-0.44175542727827954
transaction	0.1686281682537185
compliant	0.30070360906768556
variance	0.3046703255653078
academic	0.3815156764008716
taxation	0.721262465147948
bookkeeping	1.1312439003181014
newly	1.663769043472696
ifrs	2.2969821699512085
accountant	2.675629391937389
forecast	2.924267240989333
claim	3.1075495352076974
tax	3.1767828943629857
auditor	3.641618453373048
cima	4.152687671626911
reconciliation	4.2733608507287295
manufacture	4.36769946550171
saica	4.542315222030378
vat	5.752164375797965
return	6.39376157213757
sap	8.491402890735634
reconcile	9.576921167965956
bookkeeper	10.48018357007282
certificate	15.201212746703174
