2015	22
2015-1-0	1
2015-1-13	1
2015-2-0	1
2015-2-24	1
2015-3-0	17
2015-3-4	3
2015-3-7	2
2015-3-11	2
2015-3-14	1
2015-3-25	4
2015-3-26	1
2015-3-27	3
2015-3-28	1
2015-4-0	1
2015-4-22	1
2015-6-0	1
2015-6-9	1
2015-10-0	1
2015-10-28	1
2016	55
2016-1-0	4
2016-1-11	1
2016-1-14	1
2016-1-16	1
2016-1-28	1
2016-2-0	2
2016-2-10	2
2016-3-0	2
2016-3-2	2
2016-4-0	4
2016-4-8	1
2016-4-27	3
2016-5-0	4
2016-5-4	1
2016-5-11	1
2016-5-18	1
2016-5-19	1
2016-6-0	1
2016-6-13	1
2016-7-0	5
2016-7-16	5
2016-8-0	7
2016-8-3	2
2016-8-4	3
2016-8-9	1
2016-8-27	1
2016-9-0	4
2016-9-7	1
2016-9-24	1
2016-9-26	1
2016-9-30	1
2016-10-0	6
2016-10-9	1
2016-10-14	1
2016-10-15	1
2016-10-20	1
2016-10-26	2
2016-11-0	7
2016-11-3	1
2016-11-9	1
2016-11-10	1
2016-11-11	1
2016-11-12	1
2016-11-24	1
2016-11-30	1
2016-12-0	9
2016-12-2	1
2016-12-10	1
2016-12-14	3
2016-12-16	2
2016-12-21	1
2016-12-29	1
2017	2121
2017-1-0	17
2017-1-10	1
2017-1-11	2
2017-1-13	1
2017-1-16	1
2017-1-19	2
2017-1-23	2
2017-1-25	3
2017-1-27	2
2017-1-28	1
2017-1-30	1
2017-1-31	1
2017-2-0	24
2017-2-1	3
2017-2-4	1
2017-2-5	1
2017-2-7	1
2017-2-9	1
2017-2-11	1
2017-2-12	2
2017-2-17	3
2017-2-18	3
2017-2-19	1
2017-2-20	1
2017-2-21	2
2017-2-22	1
2017-2-25	1
2017-2-26	2
2017-3-0	66
2017-3-1	2
2017-3-3	4
2017-3-5	1
2017-3-8	2
2017-3-10	1
2017-3-12	1
2017-3-13	1
2017-3-15	2
2017-3-16	1
2017-3-19	1
2017-3-21	2
2017-3-22	1
2017-3-23	20
2017-3-24	6
2017-3-25	2
2017-3-27	2
2017-3-28	2
2017-3-29	5
2017-3-30	8
2017-3-31	2
2017-4-0	225
2017-4-1	68
2017-4-2	3
2017-4-4	6
2017-4-5	2
2017-4-6	9
2017-4-8	9
2017-4-9	4
2017-4-10	1
2017-4-11	6
2017-4-12	7
2017-4-13	8
2017-4-14	16
2017-4-15	6
2017-4-19	3
2017-4-20	2
2017-4-21	4
2017-4-22	5
2017-4-23	5
2017-4-24	6
2017-4-25	3
2017-4-26	5
2017-4-27	16
2017-4-28	11
2017-4-29	13
2017-4-30	7
2017-5-0	546
2017-5-2	6
2017-5-3	7
2017-5-4	11
2017-5-5	19
2017-5-6	5
2017-5-7	9
2017-5-8	3
2017-5-9	7
2017-5-10	11
2017-5-11	5
2017-5-12	36
2017-5-13	17
2017-5-14	4
2017-5-15	5
2017-5-16	15
2017-5-17	17
2017-5-18	30
2017-5-19	30
2017-5-20	14
2017-5-21	7
2017-5-22	18
2017-5-23	10
2017-5-24	17
2017-5-25	27
2017-5-26	64
2017-5-27	49
2017-5-28	29
2017-5-29	11
2017-5-30	20
2017-5-31	43
2017-6-0	1243
2017-6-1	86
2017-6-2	63
2017-6-3	94
2017-6-4	75
2017-6-5	29
2017-6-6	307
2017-6-7	127
2017-6-8	128
2017-6-9	68
2017-6-10	98
2017-6-11	47
2017-6-12	29
2017-6-13	54
2017-6-14	38
